[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2657] Attacker: [DIR: 0; POS: 12,49]; Defender #0: [DIR: 2; POS: 24,60]; Defender #1: [DIR: 0; POS: 72,36]; Defender #2: [DIR: 3; POS: 48,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2658] Attacker: [DIR: 0; POS: 12,48]; Defender #0: [DIR: 2; POS: 24,61]; Defender #1: [DIR: 0; POS: 72,35]; Defender #2: [DIR: 3; POS: 47,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2659] Attacker: [DIR: 0; POS: 12,47]; Defender #0: [DIR: 2; POS: 24,62]; Defender #1: [DIR: 0; POS: 72,34]; Defender #2: [DIR: 3; POS: 46,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2660] Attacker: [DIR: 0; POS: 12,46]; Defender #0: [DIR: 2; POS: 24,63]; Defender #1: [DIR: 0; POS: 72,33]; Defender #2: [DIR: 3; POS: 45,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2661] Attacker: [DIR: 0; POS: 12,45]; Defender #0: [DIR: 2; POS: 24,64]; Defender #1: [DIR: 1; POS: 72,32]; Defender #2: [DIR: 3; POS: 44,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2662] Attacker: [DIR: 0; POS: 12,44]; Defender #0: [DIR: 2; POS: 24,65]; Defender #1: [DIR: 1; POS: 73,32]; Defender #2: [DIR: 3; POS: 43,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2663] Attacker: [DIR: 0; POS: 12,43]; Defender #0: [DIR: 2; POS: 24,66]; Defender #1: [DIR: 1; POS: 74,32]; Defender #2: [DIR: 3; POS: 42,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2664] Attacker: [DIR: 0; POS: 12,42]; Defender #0: [DIR: 2; POS: 24,67]; Defender #1: [DIR: 1; POS: 75,32]; Defender #2: [DIR: 3; POS: 41,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2665] Attacker: [DIR: 0; POS: 12,41]; Defender #0: [DIR: 3; POS: 24,68]; Defender #1: [DIR: 1; POS: 76,32]; Defender #2: [DIR: 3; POS: 40,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2666] Attacker: [DIR: 0; POS: 12,40]; Defender #0: [DIR: 3; POS: 23,68]; Defender #1: [DIR: 1; POS: 77,32]; Defender #2: [DIR: 3; POS: 39,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2667] Attacker: [DIR: 0; POS: 12,39]; Defender #0: [DIR: 3; POS: 22,68]; Defender #1: [DIR: 1; POS: 78,32]; Defender #2: [DIR: 3; POS: 38,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2668] Attacker: [DIR: 0; POS: 12,38]; Defender #0: [DIR: 3; POS: 21,68]; Defender #1: [DIR: 1; POS: 79,32]; Defender #2: [DIR: 3; POS: 37,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2669] Attacker: [DIR: 0; POS: 12,37]; Defender #0: [DIR: 3; POS: 20,68]; Defender #1: [DIR: 1; POS: 80,32]; Defender #2: [DIR: 2; POS: 36,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2670] Attacker: [DIR: 0; POS: 12,36]; Defender #0: [DIR: 3; POS: 19,68]; Defender #1: [DIR: 1; POS: 81,32]; Defender #2: [DIR: 2; POS: 36,45]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2671] Attacker: [DIR: 0; POS: 12,35]; Defender #0: [DIR: 3; POS: 18,68]; Defender #1: [DIR: 1; POS: 82,32]; Defender #2: [DIR: 2; POS: 36,46]; Defender #3: [DIR: 1; POS: 54,44]; 
[Tick #2672] Attacker: [DIR: 0; POS: 12,34]; Defender #0: [DIR: 3; POS: 17,68]; Defender #1: [DIR: 1; POS: 83,32]; Defender #2: [DIR: 2; POS: 36,47]; Defender #3: [DIR: 1; POS: 55,44]; 
[Tick #2673] Attacker: [DIR: 0; POS: 12,33]; Defender #0: [DIR: 3; POS: 16,68]; Defender #1: [DIR: 0; POS: 84,32]; Defender #2: [DIR: 2; POS: 36,48]; Defender #3: [DIR: 1; POS: 56,44]; 
[Tick #2674] Attacker: [DIR: 0; POS: 12,32]; Defender #0: [DIR: 3; POS: 15,68]; Defender #1: [DIR: 0; POS: 84,31]; Defender #2: [DIR: 2; POS: 36,49]; Defender #3: [DIR: 1; POS: 57,44]; 
[Tick #2675] Attacker: [DIR: 0; POS: 12,31]; Defender #0: [DIR: 3; POS: 14,68]; Defender #1: [DIR: 0; POS: 84,30]; Defender #2: [DIR: 2; POS: 36,50]; Defender #3: [DIR: 1; POS: 58,44]; 
[Tick #2676] Attacker: [DIR: 0; POS: 12,30]; Defender #0: [DIR: 3; POS: 13,68]; Defender #1: [DIR: 0; POS: 84,29]; Defender #2: [DIR: 2; POS: 36,51]; Defender #3: [DIR: 1; POS: 59,44]; 
[Tick #2677] Attacker: [DIR: 0; POS: 12,29]; Defender #0: [DIR: 0; POS: 12,68]; Defender #1: [DIR: 0; POS: 84,28]; Defender #2: [DIR: 2; POS: 36,52]; Defender #3: [DIR: 1; POS: 60,44]; 
[Tick #2678] Attacker: [DIR: 0; POS: 12,28]; Defender #0: [DIR: 0; POS: 12,67]; Defender #1: [DIR: 0; POS: 84,27]; Defender #2: [DIR: 2; POS: 36,53]; Defender #3: [DIR: 1; POS: 61,44]; 
[Tick #2679] Attacker: [DIR: 0; POS: 12,27]; Defender #0: [DIR: 0; POS: 12,66]; Defender #1: [DIR: 0; POS: 84,26]; Defender #2: [DIR: 2; POS: 36,54]; Defender #3: [DIR: 1; POS: 62,44]; 
[Tick #2680] Attacker: [DIR: 0; POS: 12,26]; Defender #0: [DIR: 0; POS: 12,65]; Defender #1: [DIR: 0; POS: 84,25]; Defender #2: [DIR: 2; POS: 36,55]; Defender #3: [DIR: 1; POS: 63,44]; 
[Tick #2681] Attacker: [DIR: 0; POS: 12,25]; Defender #0: [DIR: 0; POS: 12,64]; Defender #1: [DIR: 0; POS: 84,24]; Defender #2: [DIR: 2; POS: 36,56]; Defender #3: [DIR: 1; POS: 64,44]; 
[Tick #2682] Attacker: [DIR: 0; POS: 12,24]; Defender #0: [DIR: 0; POS: 12,63]; Defender #1: [DIR: 0; POS: 84,23]; Defender #2: [DIR: 2; POS: 36,57]; Defender #3: [DIR: 1; POS: 65,44]; 
[Tick #2683] Attacker: [DIR: 0; POS: 12,23]; Defender #0: [DIR: 0; POS: 12,62]; Defender #1: [DIR: 0; POS: 84,22]; Defender #2: [DIR: 2; POS: 36,58]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #2684] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 0; POS: 12,61]; Defender #1: [DIR: 0; POS: 84,21]; Defender #2: [DIR: 2; POS: 36,59]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #2685] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 0; POS: 12,60]; Defender #1: [DIR: 0; POS: 84,20]; Defender #2: [DIR: 2; POS: 36,60]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #2686] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 0; POS: 12,59]; Defender #1: [DIR: 0; POS: 84,19]; Defender #2: [DIR: 2; POS: 36,61]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #2687] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 0; POS: 12,58]; Defender #1: [DIR: 0; POS: 84,18]; Defender #2: [DIR: 2; POS: 36,62]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #2688] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 0; POS: 12,57]; Defender #1: [DIR: 0; POS: 84,17]; Defender #2: [DIR: 2; POS: 36,63]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #2689] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 0; POS: 12,56]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 36,64]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #2690] Attacker: [DIR: 3; POS: 12,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 36,65]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #2691] Attacker: [DIR: 3; POS: 11,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 36,66]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #2692] Attacker: [DIR: 3; POS: 10,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 36,67]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #2693] Attacker: [DIR: 3; POS: 9,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 1; POS: 36,68]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #2694] Attacker: [DIR: 3; POS: 8,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 1; POS: 37,68]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #2695] Attacker: [DIR: 3; POS: 7,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 1; POS: 38,68]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #2696] Attacker: [DIR: 3; POS: 6,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 1; POS: 39,68]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #2697] Attacker: [DIR: 3; POS: 5,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 1; POS: 40,68]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #2698] Attacker: [DIR: 0; POS: 4,16]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 1; POS: 41,68]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #2699] Attacker: [DIR: 0; POS: 4,15]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 1; POS: 42,68]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #2700] Attacker: [DIR: 0; POS: 4,14]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 1; POS: 43,68]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #2701] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 1; POS: 44,68]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #2702] Attacker: [DIR: 0; POS: 4,12]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 1; POS: 45,68]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #2703] Attacker: [DIR: 0; POS: 4,11]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 1; POS: 46,68]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #2704] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 1; POS: 47,68]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #2705] Attacker: [DIR: 0; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 1; POS: 48,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #2706] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 12,41]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 3; POS: 47,68]; Defender #3: [DIR: 3; POS: 87,44]; 
[Tick #2707] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 12,42]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 3; POS: 46,68]; Defender #3: [DIR: 3; POS: 86,44]; 
[Tick #2708] Attacker: [DIR: 2; POS: 4,8]; Defender #0: [DIR: 2; POS: 12,42]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 3; POS: 46,68]; Defender #3: [DIR: 3; POS: 86,44]; 
[Tick #2709] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 2; POS: 12,43]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 3; POS: 45,68]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #2710] Attacker: [DIR: 2; POS: 4,10]; Defender #0: [DIR: 2; POS: 12,43]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 3; POS: 45,68]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #2711] Attacker: [DIR: 2; POS: 4,11]; Defender #0: [DIR: 1; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 44,68]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #2712] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 44,68]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #2713] Attacker: [DIR: 2; POS: 4,13]; Defender #0: [DIR: 1; POS: 13,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 43,68]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #2714] Attacker: [DIR: 2; POS: 4,14]; Defender #0: [DIR: 1; POS: 13,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 43,68]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #2715] Attacker: [DIR: 2; POS: 4,15]; Defender #0: [DIR: 1; POS: 14,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 42,68]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #2716] Attacker: [DIR: 1; POS: 4,16]; Defender #0: [DIR: 1; POS: 14,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 42,68]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #2717] Attacker: [DIR: 1; POS: 5,16]; Defender #0: [DIR: 1; POS: 15,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 41,68]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #2718] Attacker: [DIR: 1; POS: 6,16]; Defender #0: [DIR: 1; POS: 15,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 41,68]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #2719] Attacker: [DIR: 1; POS: 7,16]; Defender #0: [DIR: 1; POS: 16,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 40,68]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #2720] Attacker: [DIR: 1; POS: 8,16]; Defender #0: [DIR: 1; POS: 16,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 40,68]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #2721] Attacker: [DIR: 1; POS: 9,16]; Defender #0: [DIR: 1; POS: 17,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 39,68]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #2722] Attacker: [DIR: 1; POS: 10,16]; Defender #0: [DIR: 1; POS: 17,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 39,68]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #2723] Attacker: [DIR: 1; POS: 11,16]; Defender #0: [DIR: 1; POS: 18,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 38,68]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #2724] Attacker: [DIR: 2; POS: 12,16]; Defender #0: [DIR: 1; POS: 18,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 38,68]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #2725] Attacker: [DIR: 2; POS: 12,17]; Defender #0: [DIR: 1; POS: 19,44]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 37,68]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #2726] Attacker: [DIR: 2; POS: 12,18]; Defender #0: [DIR: 1; POS: 19,44]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 37,68]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #2727] Attacker: [DIR: 2; POS: 12,19]; Defender #0: [DIR: 1; POS: 20,44]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 0; POS: 36,68]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #2728] Attacker: [DIR: 2; POS: 12,20]; Defender #0: [DIR: 1; POS: 20,44]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 0; POS: 36,68]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #2729] Attacker: [DIR: 2; POS: 12,21]; Defender #0: [DIR: 1; POS: 21,44]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 0; POS: 36,67]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #2730] Attacker: [DIR: 2; POS: 12,22]; Defender #0: [DIR: 1; POS: 21,44]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 0; POS: 36,67]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #2731] Attacker: [DIR: 2; POS: 12,23]; Defender #0: [DIR: 1; POS: 22,44]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 0; POS: 36,66]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #2732] Attacker: [DIR: 2; POS: 12,24]; Defender #0: [DIR: 1; POS: 22,44]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 0; POS: 36,66]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #2733] Attacker: [DIR: 2; POS: 12,25]; Defender #0: [DIR: 1; POS: 23,44]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 0; POS: 36,65]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #2734] Attacker: [DIR: 2; POS: 12,26]; Defender #0: [DIR: 1; POS: 23,44]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 0; POS: 36,65]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #2735] Attacker: [DIR: 2; POS: 12,27]; Defender #0: [DIR: 1; POS: 24,44]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 0; POS: 36,64]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #2736] Attacker: [DIR: 2; POS: 12,28]; Defender #0: [DIR: 1; POS: 24,44]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 0; POS: 36,64]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #2737] Attacker: [DIR: 2; POS: 12,29]; Defender #0: [DIR: 1; POS: 25,44]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 0; POS: 36,63]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #2738] Attacker: [DIR: 2; POS: 12,30]; Defender #0: [DIR: 1; POS: 25,44]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 0; POS: 36,63]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #2739] Attacker: [DIR: 2; POS: 12,31]; Defender #0: [DIR: 1; POS: 26,44]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 0; POS: 36,62]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #2740] Attacker: [DIR: 2; POS: 12,32]; Defender #0: [DIR: 1; POS: 26,44]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 0; POS: 36,62]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #2741] Attacker: [DIR: 2; POS: 12,33]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 0; POS: 36,61]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #2742] Attacker: [DIR: 2; POS: 12,34]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 0; POS: 36,61]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #2743] Attacker: [DIR: 2; POS: 12,35]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 0; POS: 36,60]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #2744] Attacker: [DIR: 2; POS: 12,36]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 0; POS: 36,60]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #2745] Attacker: [DIR: 2; POS: 12,37]; Defender #0: [DIR: 1; POS: 29,44]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 0; POS: 36,59]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #2746] Attacker: [DIR: 2; POS: 12,38]; Defender #0: [DIR: 1; POS: 29,44]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 0; POS: 36,59]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #2747] Attacker: [DIR: 2; POS: 12,39]; Defender #0: [DIR: 1; POS: 30,44]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 0; POS: 36,58]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #2748] Attacker: [DIR: 2; POS: 12,40]; Defender #0: [DIR: 1; POS: 30,44]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 0; POS: 36,58]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #2749] Attacker: [DIR: 2; POS: 12,41]; Defender #0: [DIR: 1; POS: 31,44]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 0; POS: 36,57]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #2750] Attacker: [DIR: 2; POS: 12,42]; Defender #0: [DIR: 1; POS: 31,44]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 0; POS: 36,57]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #2751] Attacker: [DIR: 2; POS: 12,43]; Defender #0: [DIR: 1; POS: 32,44]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 3; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #2752] Attacker: [DIR: 1; POS: 12,44]; Defender #0: [DIR: 1; POS: 32,44]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 3; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #2753] Attacker: [DIR: 1; POS: 13,44]; Defender #0: [DIR: 1; POS: 33,44]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 3; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #2754] Attacker: [DIR: 1; POS: 14,44]; Defender #0: [DIR: 1; POS: 33,44]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 3; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #2755] Attacker: [DIR: 1; POS: 15,44]; Defender #0: [DIR: 1; POS: 34,44]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #2756] Attacker: [DIR: 1; POS: 16,44]; Defender #0: [DIR: 1; POS: 34,44]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #2757] Attacker: [DIR: 1; POS: 17,44]; Defender #0: [DIR: 1; POS: 35,44]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #2758] Attacker: [DIR: 1; POS: 18,44]; Defender #0: [DIR: 1; POS: 35,44]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #2759] Attacker: [DIR: 1; POS: 19,44]; Defender #0: [DIR: 0; POS: 36,44]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #2760] Attacker: [DIR: 1; POS: 20,44]; Defender #0: [DIR: 0; POS: 36,44]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #2761] Attacker: [DIR: 1; POS: 21,44]; Defender #0: [DIR: 0; POS: 36,43]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #2762] Attacker: [DIR: 1; POS: 22,44]; Defender #0: [DIR: 0; POS: 36,43]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #2763] Attacker: [DIR: 1; POS: 23,44]; Defender #0: [DIR: 0; POS: 36,42]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #2764] Attacker: [DIR: 1; POS: 24,44]; Defender #0: [DIR: 0; POS: 36,42]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #2765] Attacker: [DIR: 1; POS: 25,44]; Defender #0: [DIR: 0; POS: 36,41]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 75,56]; 
[Tick #2766] Attacker: [DIR: 1; POS: 26,44]; Defender #0: [DIR: 0; POS: 36,41]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 75,56]; 
[Tick #2767] Attacker: [DIR: 1; POS: 27,44]; Defender #0: [DIR: 0; POS: 36,40]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 3; POS: 28,56]; Defender #3: [DIR: 1; POS: 76,56]; 
